AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_002178	IGFBP6	8.0	0	0.0	8.0	5.0	1.0	0.0
NM_001145297	EXOC7	607.0	97	2.0	704.0	584.0	11.0	6.0
NM_152559	METTL27	2.0	3	0.0	5.0	3.0	2.0	0.0
NM_001300901	TCEAL4	268.0	0	46.0	268.0	268.0	0.0	0.0
NM_181708	BCDIN3D	74.0	0	0.0	74.0	50.0	0.0	0.0
NM_006012	CLPP	246.0	58	1.0	304.0	291.0	1.0	1.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	416.0	20	7.0	436.0	124.0	97.0	5.0
NM_001136050	DHRS1	114.0	12	0.0	126.0	102.0	15.0	2.0
NM_000797	DRD4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	8.0	1	0.0	9.0	9.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	49.0	5	2.0	54.0	19.0	30.0	1.0
NM_001731	BTG1	916.0	5	0.0	921.0	575.0	338.0	6.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	117.0	16	3.0	133.0	106.0	27.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	292.0	6	13.0	298.0	245.0	47.0	2.0
NM_001324321	MAST2	84.0	14	1.0	98.0	93.0	2.0	0.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	647.0	79	2.0	726.0	394.0	279.0	11.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	274.0	26	3.0	300.0	268.0	18.0	1.0
NM_001330332	CD70	6.0	2	1.0	8.0	4.0	3.0	0.0
NM_004288	CYTIP	267.0	28	0.0	295.0	215.0	31.0	6.0
NM_001281432	ZNHIT3	202.0	32	76.0	234.0	113.0	0.0	4.0
NM_001170569	CXorf56	70.0	0	1.0	70.0	53.0	17.0	0.0
NM_014429	MORC1	6.0	1	2.0	7.0	7.0	0.0	0.0
NM_021025	TLX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031438	NUDT12	74.0	7	0.0	81.0	69.0	5.0	0.0
NM_014297	ETHE1	239.0	42	3.0	281.0	215.0	3.0	4.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	297.0	27	0.0	324.0	244.0	65.0	1.0
NM_021141	XRCC5	4394.0	1287	14.0	5681.0	5180.0	107.0	120.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_015896	ZMYND10	5.0	1	0.0	6.0	5.0	1.0	0.0
NM_006811	SERINC3	2148.0	358	1.0	2506.0	2054.0	336.0	38.0
NM_001320820	COQ10B	148.0	10	0.0	158.0	144.0	3.0	2.0
NM_001348397	ST3GAL4	365.0	63	32.0	428.0	372.0	18.0	4.0
NM_001355224	CCDC30	1.0	0	1.0	1.0	0.0	1.0	0.0
NM_001330066	TP53TG3F	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001168247	SLFNL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001127266	TMEM129	106.0	2	3.0	108.0	72.0	21.0	5.0
NM_003294	TPSAB1	520.0	0	0.0	520.0	513.0	0.0	7.0
NM_001297573	TRERF1	157.0	14	27.0	171.0	125.0	39.0	2.0
NM_018489	ASH1L	329.0	16	8.0	345.0	321.0	22.0	1.0
NM_024759	NIPAL2	58.0	9	9.0	67.0	48.0	6.0	5.0
NM_001101339	C12orf77	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001244666	STX5	404.0	88	23.0	492.0	376.0	26.0	40.0
NM_001102420	ZFAND5	586.0	53	4.0	639.0	222.0	399.0	6.0
NM_024508	ZBED2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007069	PLA2G16	4.0	0	0.0	4.0	2.0	1.0	1.0
NM_016212	TP53TG3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001113511	ARHGEF7	379.0	79	12.0	458.0	436.0	0.0	22.0
NM_145719	TIGD3	3.0	0	0.0	3.0	3.0	0.0	0.0
NM_198517	TBC1D10C	132.0	29	8.0	161.0	146.0	0.0	2.0
NM_001318043	DTD1	325.0	48	2.0	373.0	329.0	3.0	11.0
NM_001038707	CDC42SE1	701.0	68	2.0	769.0	308.0	377.0	27.0
NM_001037666	CASTOR1	56.0	7	0.0	63.0	47.0	1.0	4.0
NM_001098409	GAGE12G	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001184819	GNL3L	575.0	56	1.0	631.0	541.0	66.0	6.0
NM_001353349	SPATA21	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007366	PLA2R1	6.0	0	0.0	6.0	6.0	0.0	0.0
NM_002432	MNDA	558.0	49	1.0	607.0	442.0	150.0	8.0
NM_001289984	JADE2	320.0	32	13.0	352.0	277.0	53.0	5.0
NM_001017920	DAPL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001012643	MYPOP	38.0	1	0.0	39.0	33.0	1.0	0.0
NM_001164471	TSPY4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_080656	CDKN2AIPNL	54.0	0	1.0	54.0	33.0	0.0	0.0
NM_004297	GNA14	12.0	2	1.0	14.0	10.0	2.0	0.0
NM_138434	ZBED6CL	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018558	GABRQ	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031905	ARMC10	83.0	7	1.0	90.0	42.0	45.0	1.0
NM_001331039	TRMT2A	170.0	25	0.0	195.0	157.0	33.0	3.0
NM_001243476	STARD13	30.0	4	9.0	34.0	34.0	0.0	0.0
NM_001289108	FAM96A	279.0	1	2.0	280.0	29.0	149.0	25.0
NM_032827	ATOH8	1.0	0	0.0	1.0	0.0	1.0	0.0
NM_005941	MMP16	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001025579	NDEL1	271.0	15	3.0	286.0	167.0	75.0	10.0
NM_002490	NDUFA6	499.0	58	0.0	557.0	541.0	0.0	16.0
NM_030966	KRTAP1-3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001145777	FKBP5	626.0	49	73.0	675.0	448.0	104.0	5.0
NM_001017526	ARHGAP8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_173806	PDZD9	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_182983	HPN	0.0	0	2.0	0.0	0.0	0.0	0.0
NM_014241	HACD1	130.0	17	3.0	147.0	115.0	1.0	0.0
NM_001034996	RPL14	392.0	29	2.0	421.0	393.0	19.0	9.0
NM_001037442	RUFY3	37.0	4	4.0	41.0	40.0	0.0	1.0
NM_001058	TACR1	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_138782	FCHO2	106.0	26	6.0	132.0	126.0	0.0	1.0
NM_006753	SURF6	192.0	16	1.0	208.0	170.0	1.0	1.0
NM_001354199	R3HDM1	284.0	45	7.0	329.0	275.0	43.0	5.0
NM_001135147	SLC39A8	504.0	52	94.0	556.0	432.0	99.0	4.0
NM_001129885	CPSF4L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_033070	HDHD5	189.0	30	7.0	219.0	198.0	0.0	6.0
NM_001001959	OR11L1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053278	TAAR8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002027	FNTA	256.0	8	7.0	264.0	252.0	0.0	1.0
NM_020547	AMHR2	45.0	5	6.0	50.0	47.0	0.0	2.0
NM_172175	IL15	2.0	0	1.0	2.0	1.0	1.0	0.0
NM_002199	IRF2	548.0	101	9.0	649.0	449.0	157.0	11.0
NM_004101	F2RL2	78.0	7	0.0	85.0	69.0	8.0	1.0
NM_001321601	LOC390877	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001347830	PDGFRA	4.0	0	3.0	4.0	4.0	0.0	0.0
NM_001322828	ZNF461	27.0	1	1.0	28.0	19.0	9.0	0.0
NM_005171	ATF1	275.0	23	7.0	298.0	191.0	69.0	2.0
NM_015634	KIF1BP	284.0	36	4.0	320.0	279.0	2.0	5.0
NM_032627	SSBP4	70.0	1	2.0	71.0	36.0	33.0	0.0
NM_001278419	C12orf42	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001005496	OR5D16	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006340	BAIAP2	58.0	17	2.0	75.0	60.0	0.0	7.0
NM_001289125	IFNAR2	475.0	64	21.0	539.0	387.0	122.0	5.0
NM_006065	SIRPB1	26.0	2	8.0	28.0	24.0	3.0	0.0
NM_001009812	LBX2	5.0	0	1.0	5.0	2.0	3.0	0.0
NM_004778	PTGDR2	249.0	9	0.0	258.0	217.0	31.0	0.0
NM_006646	WASF3	44.0	7	3.0	51.0	42.0	7.0	1.0
NM_014010	ASTN2	5.0	0	84.0	5.0	5.0	0.0	0.0
NM_032935	MT4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001098816	TENM4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001099402	CCNK	420.0	57	2.0	477.0	337.0	129.0	2.0
NM_001126128	PROK2	8.0	1	0.0	9.0	4.0	1.0	1.0
NM_001031803	LLGL2	68.0	17	6.0	85.0	75.0	8.0	0.0
NM_013309	SLC30A4	11.0	0	0.0	11.0	10.0	0.0	1.0
NM_003988	PAX2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003460	ZP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_015939	TRMT6	190.0	25	0.0	215.0	189.0	11.0	3.0
NM_001080505	SHISA3	1.0	0	0.0	1.0	0.0	1.0	0.0
NM_001330513	ZNF26	117.0	2	7.0	119.0	67.0	46.0	2.0
NM_001001413	GOLGA6L1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_012163	LRRC29	5.0	1	1.0	6.0	0.0	6.0	0.0
NM_016577	RAB6B	204.0	68	2.0	272.0	219.0	25.0	9.0
NM_001080779	MYO1C	208.0	43	1.0	251.0	242.0	0.0	9.0
NM_021211	ZBED5	258.0	0	2.0	258.0	172.0	82.0	1.0
NM_152791	ZNF555	47.0	0	0.0	47.0	45.0	1.0	1.0
NM_198956	SP8	1.0	0	0.0	1.0	0.0	1.0	0.0
NM_004488	GP5	692.0	7	2.0	699.0	650.0	2.0	0.0
NM_015950	MRPL2	300.0	16	0.0	316.0	272.0	4.0	3.0
NM_001265589	RTN3	1261.0	5	5.0	1266.0	818.0	86.0	20.0
NM_001289088	ZMYM1	262.0	17	15.0	279.0	253.0	15.0	2.0
NM_019078	UGT1A5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_033337	CAV3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003041	SLC5A2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014051	TMEM14A	116.0	34	0.0	150.0	71.0	51.0	1.0
NM_001004741	OR5M10	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032378	EEF1D	508.0	8	13.0	516.0	500.0	12.0	1.0
NM_001005170	OR52I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002305	LGALS1	4596.0	1731	3.0	6327.0	4241.0	466.0	43.0
NM_004356	CD81	1312.0	440	3.0	1752.0	1415.0	77.0	73.0
NM_001258283	OR2V1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001136112	CASP5	3.0	0	0.0	3.0	2.0	0.0	1.0
NM_052955	TGM7	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014895	CEP162	128.0	20	6.0	148.0	124.0	19.0	2.0
NM_001161425	ZNF610	18.0	3	0.0	21.0	9.0	11.0	0.0
NM_181501	ITGA1	13.0	3	0.0	16.0	15.0	0.0	1.0
NM_014712	SETD1A	216.0	29	3.0	245.0	225.0	13.0	1.0
NM_018957	SH3BP1	514.0	106	1.0	620.0	586.0	10.0	3.0
NM_001099269	ZNF506	61.0	0	1.0	61.0	48.0	13.0	0.0
NM_006963	ZNF22	476.0	25	0.0	501.0	315.0	98.0	0.0
NM_017696	MCM9	162.0	17	14.0	179.0	167.0	0.0	4.0
NM_032142	CEP192	426.0	73	16.0	499.0	460.0	9.0	4.0
NM_018129	PNPO	176.0	34	4.0	210.0	191.0	7.0	3.0
NM_015016	MAST3	188.0	30	21.0	218.0	212.0	0.0	2.0
NM_003389	CORO2A	76.0	14	0.0	90.0	79.0	0.0	5.0
NM_000292	PHKA2	416.0	85	0.0	501.0	453.0	33.0	7.0
NM_000745	CHRNA5	61.0	6	0.0	67.0	65.0	2.0	0.0
NM_000609	CXCL12	3.0	1	0.0	4.0	3.0	1.0	0.0
NM_016027	LACTB2	238.0	23	1.0	261.0	201.0	29.0	4.0
NM_032927	TMEM128	99.0	13	1.0	112.0	76.0	33.0	3.0
NM_144492	CLDN14	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014912	CPEB3	14.0	2	5.0	16.0	9.0	5.0	0.0
NM_001454	FOXJ1	25.0	0	1.0	25.0	21.0	2.0	2.0
NM_003146	SSRP1	1626.0	274	4.0	1900.0	1560.0	255.0	9.0
NM_032756	HPDL	84.0	0	0.0	84.0	54.0	24.0	0.0
NM_001350065	TANC1	272.0	20	109.0	292.0	275.0	17.0	0.0
NM_001190158	CES5A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_182491	ZFAND2A	42.0	3	0.0	45.0	7.0	33.0	0.0
NM_002074	GNB1	2397.0	331	13.0	2728.0	1940.0	540.0	66.0
NM_021123	GAGE7	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178155	FUT8	424.0	54	80.0	478.0	358.0	104.0	15.0
NM_199352	SLC22A25	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001005187	OR6T1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001282931	C19orf12	53.0	2	1.0	55.0	18.0	36.0	1.0
NM_004048	B2M	16700.0	3314	1.0	20014.0	15974.0	457.0	60.0
NM_002825	PTN	3.0	0	0.0	3.0	2.0	1.0	0.0
NM_013234	EIF3K	1047.0	161	0.0	1208.0	670.0	136.0	19.0
NM_001935	DPP4	725.0	302	2.0	1027.0	920.0	28.0	11.0
NM_001282468	GOLGA8M	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001172288	CT45A5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_020844	TRMT9B	2.0	0	4.0	2.0	1.0	1.0	0.0
NM_001282748	TLE4	389.0	87	12.0	476.0	343.0	124.0	5.0
NM_004824	CDYL	279.0	26	11.0	305.0	278.0	20.0	2.0
NM_001348223	OR4C5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_138290	RUNDC3B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018004	TMEM45A	91.0	4	4.0	95.0	67.0	25.0	1.0
NM_031490	LONP2	517.0	103	35.0	620.0	569.0	23.0	17.0
NM_001199860	KCNAB2	655.0	177	12.0	832.0	729.0	58.0	32.0
NM_001256134	PROZ	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_213606	SLC16A12	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003931	WASF1	256.0	16	3.0	272.0	221.0	36.0	4.0
NM_003857	GALR2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014264	PLK4	219.0	34	0.0	253.0	211.0	38.0	1.0
NM_181599	KRTAP13-1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018665	DDX43	1.0	1	0.0	2.0	2.0	0.0	0.0
NM_004577	PSPH	185.0	20	14.0	205.0	105.0	91.0	4.0
NM_148842	RCC1L	146.0	53	1.0	199.0	137.0	57.0	1.0
NM_001288565	TMEM9	371.0	69	0.0	440.0	355.0	22.0	5.0
NM_005092	TNFSF18	0.0	1	0.0	1.0	1.0	0.0	0.0
NM_001007530	CDRT15	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007128	VPREB1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002559	P2RX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_207123	GAB1	121.0	9	14.0	130.0	106.0	18.0	2.0
NM_017780	CHD7	198.0	19	1.0	217.0	188.0	24.0	0.0
NM_001304958	CCDC92	84.0	9	6.0	93.0	69.0	15.0	1.0
NM_001203	BMPR1B	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_006495	EVI2B	854.0	4	1.0	858.0	682.0	142.0	2.0
NM_138433	KLHDC7B	67.0	0	0.0	67.0	63.0	1.0	3.0
NM_003151	STAT4	238.0	55	11.0	293.0	265.0	8.0	1.0
NM_203374	ZNF784	29.0	2	0.0	31.0	24.0	0.0	0.0
NM_001823	CKB	392.0	39	10.0	431.0	398.0	2.0	6.0
NM_001242844	RNF146	223.0	0	0.0	223.0	168.0	49.0	0.0
NM_014819	PJA2	2408.0	265	9.0	2673.0	2185.0	309.0	23.0
NM_018425	PI4K2A	157.0	23	0.0	180.0	166.0	0.0	3.0
NM_001190986	CRISP3	5.0	1	2.0	6.0	5.0	0.0	0.0
NM_001291535	CT45A8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032361	THOC3	56.0	51	0.0	107.0	105.0	0.0	0.0
NM_201553	FGL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002276	KRT19	18.0	0	0.0	18.0	15.0	1.0	0.0
NM_001144927	NKIRAS2	184.0	16	1.0	200.0	158.0	23.0	3.0
NM_014278	HSPA4L	231.0	28	13.0	259.0	222.0	26.0	7.0
NM_001184889	NIPA2	362.0	3	2.0	365.0	206.0	149.0	2.0
NM_021005	NR2F2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001002036	ASTL	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002168	IDH2	2493.0	460	2.0	2953.0	2597.0	50.0	22.0
NM_001098817	INO80C	115.0	12	1.0	127.0	92.0	9.0	2.0
NM_001288780	MARCH10	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001258329	EPB41L1	6.0	2	0.0	8.0	7.0	0.0	0.0
NM_001142883	IP6K3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000593	TAP1	558.0	61	0.0	619.0	611.0	5.0	1.0
NM_001198784	C15orf65	5.0	1	0.0	6.0	1.0	4.0	0.0
NM_002147	HOXB5	14.0	0	0.0	14.0	14.0	0.0	0.0
NM_182492	LRP5L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001005183	OR6C76	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_174983	MFSD12	121.0	28	1.0	149.0	111.0	34.0	1.0
NM_052959	PANX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003320	TUB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_144607	CYB5D1	35.0	0	0.0	35.0	17.0	15.0	1.0
NM_000883	IMPDH1	135.0	2	37.0	137.0	115.0	1.0	1.0
NM_001004725	OR4S1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001319086	RUVBL1	371.0	64	205.0	435.0	368.0	11.0	3.0
NM_003462	DNALI1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001329964	TP63	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001214909	ZNF48	101.0	2	4.0	103.0	88.0	10.0	0.0
NM_001080493	ZNF823	44.0	1	1.0	45.0	35.0	8.0	0.0
NM_001204268	FXYD6-FXYD2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002739	PRKCG	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021156	TMX4	462.0	142	0.0	604.0	518.0	33.0	25.0
NM_032656	DHX37	193.0	32	1.0	225.0	211.0	4.0	5.0
NM_001289933	ZASP	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_016231	NLK	358.0	61	33.0	419.0	375.0	11.0	18.0
NM_014518	ZNF229	17.0	4	0.0	21.0	8.0	10.0	1.0
NM_001352289	RHOT2	209.0	61	15.0	270.0	136.0	133.0	0.0
NM_144644	SPATA4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030934	TRMT1L	749.0	86	5.0	835.0	760.0	65.0	3.0
NM_006042	HS3ST3A1	1.0	0	0.0	1.0	0.0	1.0	0.0
NM_001100878	MROH6	41.0	11	4.0	52.0	51.0	1.0	0.0
NM_001198844	RBM4	5.0	14	3.0	19.0	2.0	14.0	3.0
NM_005194	CEBPB	909.0	0	0.0	909.0	596.0	269.0	6.0
NM_001351100	USP19	695.0	89	1.0	784.0	704.0	70.0	0.0
NM_080746	RPL10L	4.0	0	0.0	4.0	4.0	0.0	0.0
NM_001316335	PRRG2	3.0	0	0.0	3.0	2.0	0.0	1.0
NM_001294335	ADGRB2	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_032899	FAM83A	84.0	4	0.0	88.0	62.0	15.0	2.0
NM_001135789	PPIAL4C	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_005626	SRSF4	729.0	55	15.0	784.0	697.0	26.0	2.0
NM_030821	PLA2G12A	81.0	0	0.0	81.0	47.0	29.0	3.0
NM_001013736	FAM47C	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_015205	ATP11A	169.0	22	7.0	191.0	173.0	1.0	8.0
NM_020823	TMEM181	129.0	55	18.0	184.0	179.0	0.0	5.0
NM_194283	DNAJC21	342.0	50	3.0	392.0	327.0	29.0	9.0
NM_019098	CNGB3	0.0	0	66.0	0.0	0.0	0.0	0.0
NM_003530	HIST1H3D	8930.0	1	75.0	8931.0	3707.0	3.0	5.0
NM_001290062	SEMA3B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006045	ATP9A	14.0	0	1.0	14.0	13.0	0.0	1.0
NM_003802	MYH13	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014646	LPIN2	498.0	65	25.0	563.0	485.0	4.0	7.0
NM_012459	TIMM8B	268.0	0	0.0	268.0	222.0	0.0	1.0
NM_000137	FAH	494.0	175	2.0	669.0	628.0	8.0	8.0
NM_152531	XXYLT1	132.0	9	24.0	141.0	110.0	20.0	3.0
NM_006401	ANP32B	1697.0	16	3.0	1713.0	1369.0	258.0	9.0
NM_001352769	ARL17B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003914	CCNA1	142.0	13	0.0	155.0	131.0	12.0	3.0
NM_001195014	CD4	362.0	39	69.0	401.0	195.0	203.0	3.0
NM_001102651	ZNF554	9.0	0	1.0	9.0	7.0	2.0	0.0
NM_001145369	PTPN3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_052972	LRG1	56.0	0	0.0	56.0	53.0	0.0	0.0
NM_018135	MRPS18A	138.0	36	0.0	174.0	157.0	1.0	5.0
NM_001253790	SMIM22	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001034077	HIST2H4B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_025225	PNPLA3	32.0	2	1.0	34.0	32.0	0.0	2.0
NM_152259	TICRR	360.0	29	0.0	389.0	384.0	0.0	0.0
NM_012279	ZNF346	86.0	11	6.0	97.0	72.0	0.0	6.0
NM_024114	TRIM48	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_025265	TSEN2	36.0	4	0.0	40.0	32.0	2.0	0.0
NM_024814	CBLL1	343.0	91	9.0	434.0	296.0	27.0	12.0
NM_012384	GMEB2	100.0	12	1.0	112.0	81.0	3.0	1.0
NM_002153	HSD17B2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001040451	RUFY1	1301.0	290	406.0	1591.0	1496.0	10.0	58.0
NM_024913	CPED1	39.0	5	4.0	44.0	33.0	9.0	1.0
NM_003278	CLEC3B	15.0	0	2.0	15.0	15.0	0.0	0.0
NM_001267598	MGST1	559.0	117	426.0	676.0	368.0	149.0	10.0
NM_014801	PCNX2	4.0	2	16.0	6.0	3.0	2.0	0.0
NM_006272	S100B	52.0	1	0.0	53.0	21.0	27.0	1.0
NM_014462	LSM1	235.0	42	1.0	277.0	119.0	115.0	9.0
NM_005310	GRB7	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004779	CNOT8	1032.0	105	5.0	1137.0	814.0	211.0	31.0
NM_001669	ARSD	110.0	21	0.0	131.0	119.0	2.0	5.0
NM_001349660	RPS6KC1	265.0	12	17.0	277.0	185.0	89.0	0.0
NM_001199479	ZSCAN9	112.0	1	5.0	113.0	78.0	20.0	2.0
NM_007344	TTF1	205.0	11	2.0	216.0	197.0	2.0	4.0
NM_020124	IFNK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007102	GUCA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000397	CYBB	319.0	48	1.0	367.0	336.0	3.0	13.0
NM_001005177	OR52R1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001194	HCN2	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_002835	PTPN12	1008.0	169	3.0	1177.0	1136.0	6.0	20.0
