AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001164471	TSPY4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_080656	CDKN2AIPNL	160.0	0	60.0	160.0	52.0	22.0	73.0
NM_004297	GNA14	4.0	0	35.0	4.0	3.0	0.0	1.0
NM_138434	ZBED6CL	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018558	GABRQ	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031905	ARMC10	279.0	22	455.0	301.0	141.0	96.0	48.0
NM_001331039	TRMT2A	782.0	67	58.0	849.0	610.0	97.0	129.0
NM_001243476	STARD13	58.0	2	442.0	60.0	36.0	1.0	23.0
NM_001289108	FAM96A	596.0	7	194.0	603.0	135.0	97.0	319.0
NM_032827	ATOH8	4.0	0	0.0	4.0	2.0	1.0	1.0
NM_005941	MMP16	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001025579	NDEL1	363.0	31	601.0	394.0	182.0	27.0	179.0
NM_002490	NDUFA6	631.0	54	42.0	685.0	543.0	0.0	142.0
NM_030966	KRTAP1-3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001145777	FKBP5	2286.0	187	9560.0	2473.0	1313.0	222.0	843.0
NM_001017526	ARHGAP8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_173806	PDZD9	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_182983	HPN	0.0	0	3.0	0.0	0.0	0.0	0.0
NM_014241	HACD1	90.0	7	224.0	97.0	67.0	8.0	14.0
NM_001034996	RPL14	978.0	103	188.0	1081.0	928.0	46.0	107.0
NM_001037442	RUFY3	136.0	8	365.0	144.0	79.0	5.0	59.0
NM_001058	TACR1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_138782	FCHO2	579.0	94	1420.0	673.0	399.0	6.0	268.0
NM_006753	SURF6	657.0	26	49.0	683.0	339.0	23.0	301.0
NM_001354199	R3HDM1	744.0	96	1683.0	840.0	549.0	78.0	204.0
NM_001135147	SLC39A8	1837.0	202	5585.0	2039.0	1529.0	392.0	53.0
NM_001129885	CPSF4L	1.0	0	6.0	1.0	1.0	0.0	0.0
NM_033070	HDHD5	168.0	13	63.0	181.0	121.0	2.0	53.0
NM_001001959	OR11L1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053278	TAAR8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002027	FNTA	462.0	12	844.0	474.0	279.0	31.0	156.0
NM_020547	AMHR2	53.0	4	33.0	57.0	52.0	0.0	5.0
NM_172175	IL15	30.0	1	271.0	31.0	9.0	15.0	7.0
NM_002199	IRF2	318.0	39	741.0	357.0	193.0	42.0	112.0
NM_004101	F2RL2	8.0	0	1.0	8.0	2.0	1.0	5.0
NM_001321601	LOC390877	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001347830	PDGFRA	1.0	0	4.0	1.0	1.0	0.0	0.0
NM_001322828	ZNF461	94.0	3	161.0	97.0	53.0	20.0	21.0
NM_005171	ATF1	537.0	52	434.0	589.0	268.0	48.0	252.0
NM_015634	KIF1BP	286.0	14	151.0	300.0	250.0	7.0	35.0
NM_032627	SSBP4	367.0	32	224.0	399.0	212.0	92.0	82.0
NM_001278419	C12orf42	0.0	0	2.0	0.0	0.0	0.0	0.0
NM_001005496	OR5D16	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006340	BAIAP2	38.0	7	103.0	45.0	34.0	2.0	9.0
NM_001289125	IFNAR2	412.0	37	722.0	449.0	322.0	37.0	85.0
NM_006065	SIRPB1	4.0	0	8.0	4.0	1.0	0.0	3.0
NM_001009812	LBX2	2.0	0	1.0	2.0	0.0	2.0	0.0
NM_004778	PTGDR2	139.0	3	2.0	142.0	48.0	7.0	86.0
NM_006646	WASF3	43.0	3	89.0	46.0	12.0	1.0	33.0
NM_014010	ASTN2	48.0	6	733.0	54.0	42.0	0.0	12.0
NM_032935	MT4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001098816	TENM4	0.0	0	12.0	0.0	0.0	0.0	0.0
NM_001099402	CCNK	667.0	87	459.0	754.0	399.0	75.0	255.0
NM_001126128	PROK2	3.0	0	5.0	3.0	0.0	1.0	2.0
NM_001031803	LLGL2	113.0	17	86.0	130.0	118.0	5.0	6.0
NM_013309	SLC30A4	2.0	0	6.0	2.0	1.0	0.0	1.0
NM_003988	PAX2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003460	ZP2	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_015939	TRMT6	325.0	19	101.0	344.0	232.0	16.0	88.0
NM_001080505	SHISA3	1.0	0	0.0	1.0	0.0	0.0	0.0
NM_001330513	ZNF26	449.0	12	590.0	461.0	237.0	98.0	109.0
NM_001001413	GOLGA6L1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_012163	LRRC29	18.0	1	40.0	19.0	8.0	6.0	5.0
NM_016577	RAB6B	755.0	39	1412.0	794.0	149.0	13.0	628.0
NM_001080779	MYO1C	286.0	59	32.0	345.0	278.0	0.0	67.0
NM_021211	ZBED5	485.0	0	159.0	485.0	415.0	63.0	4.0
NM_152791	ZNF555	97.0	0	24.0	97.0	61.0	3.0	33.0
NM_198956	SP8	12.0	0	0.0	12.0	12.0	0.0	0.0
NM_004488	GP5	15.0	0	1.0	15.0	3.0	0.0	12.0
NM_015950	MRPL2	307.0	18	32.0	325.0	298.0	15.0	6.0
NM_001265589	RTN3	545.0	1	697.0	546.0	221.0	25.0	295.0
NM_001289088	ZMYM1	461.0	22	329.0	483.0	414.0	12.0	48.0
NM_019078	UGT1A5	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_033337	CAV3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003041	SLC5A2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014051	TMEM14A	93.0	8	47.0	101.0	32.0	30.0	33.0
NM_001004741	OR5M10	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032378	EEF1D	1446.0	18	901.0	1464.0	1311.0	50.0	97.0
NM_001005170	OR52I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002305	LGALS1	374.0	72	11.0	446.0	301.0	84.0	12.0
NM_004356	CD81	618.0	102	77.0	720.0	461.0	23.0	227.0
NM_001258283	OR2V1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001136112	CASP5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_052955	TGM7	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014895	CEP162	339.0	45	647.0	384.0	344.0	10.0	25.0
NM_001161425	ZNF610	19.0	0	11.0	19.0	9.0	8.0	0.0
NM_181501	ITGA1	1.0	0	38.0	1.0	1.0	0.0	0.0
NM_014712	SETD1A	634.0	52	149.0	686.0	587.0	19.0	78.0
NM_018957	SH3BP1	100.0	20	30.0	120.0	93.0	9.0	13.0
NM_001099269	ZNF506	138.0	0	184.0	138.0	57.0	26.0	54.0
NM_006963	ZNF22	260.0	4	11.0	264.0	93.0	24.0	138.0
NM_017696	MCM9	461.0	30	1266.0	491.0	393.0	2.0	88.0
NM_032142	CEP192	2275.0	253	3130.0	2528.0	2420.0	36.0	61.0
NM_018129	PNPO	967.0	79	44.0	1046.0	444.0	41.0	522.0
NM_015016	MAST3	224.0	36	115.0	260.0	176.0	0.0	83.0
NM_003389	CORO2A	49.0	7	33.0	56.0	29.0	0.0	26.0
NM_000292	PHKA2	684.0	112	637.0	796.0	600.0	50.0	141.0
NM_000745	CHRNA5	51.0	2	65.0	53.0	33.0	9.0	8.0
NM_000609	CXCL12	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_016027	LACTB2	164.0	12	142.0	176.0	105.0	17.0	36.0
NM_032927	TMEM128	162.0	15	144.0	177.0	50.0	47.0	79.0
NM_144492	CLDN14	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014912	CPEB3	109.0	3	678.0	112.0	49.0	4.0	57.0
NM_001454	FOXJ1	1.0	0	1.0	1.0	0.0	1.0	0.0
NM_003146	SSRP1	2771.0	326	94.0	3097.0	2475.0	158.0	434.0
NM_032756	HPDL	309.0	0	0.0	309.0	203.0	52.0	49.0
NM_001350065	TANC1	855.0	59	1863.0	914.0	749.0	23.0	142.0
NM_001190158	CES5A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_182491	ZFAND2A	79.0	12	43.0	91.0	42.0	30.0	11.0
NM_002074	GNB1	1949.0	182	1722.0	2131.0	805.0	211.0	1066.0
NM_021123	GAGE7	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178155	FUT8	679.0	39	4157.0	718.0	430.0	101.0	180.0
NM_199352	SLC22A25	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001005187	OR6T1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001282931	C19orf12	141.0	1	68.0	142.0	13.0	23.0	106.0
NM_004048	B2M	3095.0	279	130.0	3374.0	1202.0	368.0	1660.0
NM_002825	PTN	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_013234	EIF3K	875.0	126	305.0	1001.0	712.0	183.0	21.0
NM_001935	DPP4	24.0	8	13.0	32.0	22.0	2.0	7.0
NM_001282468	GOLGA8M	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001172288	CT45A5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_020844	TRMT9B	6.0	0	41.0	6.0	2.0	1.0	3.0
NM_001282748	TLE4	198.0	28	949.0	226.0	117.0	51.0	56.0
NM_004824	CDYL	1007.0	45	5351.0	1052.0	646.0	87.0	315.0
NM_001348223	OR4C5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_138290	RUNDC3B	2.0	0	12.0	2.0	1.0	0.0	1.0
NM_018004	TMEM45A	33.0	5	54.0	38.0	19.0	7.0	12.0
NM_031490	LONP2	1225.0	113	1368.0	1338.0	930.0	32.0	362.0
NM_001199860	KCNAB2	479.0	41	541.0	520.0	157.0	13.0	343.0
NM_001256134	PROZ	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_213606	SLC16A12	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_003931	WASF1	336.0	19	644.0	355.0	214.0	66.0	67.0
NM_003857	GALR2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014264	PLK4	964.0	70	278.0	1034.0	869.0	52.0	106.0
NM_181599	KRTAP13-1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018665	DDX43	10.0	0	9.0	10.0	10.0	0.0	0.0
NM_004577	PSPH	153.0	11	127.0	164.0	59.0	57.0	31.0
NM_148842	RCC1L	278.0	93	78.0	371.0	316.0	40.0	0.0
NM_001288565	TMEM9	277.0	17	91.0	294.0	138.0	19.0	129.0
NM_005092	TNFSF18	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001007530	CDRT15	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007128	VPREB1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002559	P2RX3	0.0	0	2.0	0.0	0.0	0.0	0.0
NM_207123	GAB1	1475.0	31	5441.0	1506.0	477.0	41.0	984.0
NM_017780	CHD7	888.0	66	1631.0	954.0	820.0	43.0	89.0
NM_001304958	CCDC92	34.0	2	225.0	36.0	21.0	6.0	7.0
NM_001203	BMPR1B	0.0	0	5.0	0.0	0.0	0.0	0.0
NM_006495	EVI2B	83.0	1	13.0	84.0	51.0	10.0	19.0
NM_138433	KLHDC7B	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_003151	STAT4	31.0	8	194.0	39.0	33.0	1.0	3.0
NM_203374	ZNF784	94.0	1	2.0	95.0	60.0	1.0	33.0
NM_001823	CKB	94.0	8	16.0	102.0	81.0	1.0	20.0
NM_001242844	RNF146	143.0	1	210.0	144.0	80.0	24.0	37.0
NM_014819	PJA2	1587.0	70	841.0	1657.0	818.0	47.0	773.0
NM_018425	PI4K2A	918.0	37	294.0	955.0	356.0	13.0	576.0
NM_001190986	CRISP3	3.0	0	2.0	3.0	1.0	0.0	2.0
NM_001291535	CT45A8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032361	THOC3	138.0	99	28.0	237.0	186.0	1.0	21.0
NM_201553	FGL1	2.0	0	0.0	2.0	1.0	0.0	1.0
NM_002276	KRT19	4.0	1	0.0	5.0	4.0	0.0	1.0
NM_001144927	NKIRAS2	274.0	4	25.0	278.0	59.0	6.0	211.0
NM_014278	HSPA4L	579.0	89	308.0	668.0	486.0	49.0	124.0
NM_001184889	NIPA2	997.0	25	421.0	1022.0	474.0	230.0	302.0
NM_021005	NR2F2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001002036	ASTL	1.0	0	6.0	1.0	1.0	0.0	0.0
NM_002168	IDH2	2407.0	360	221.0	2767.0	2217.0	139.0	346.0
NM_001098817	INO80C	106.0	12	390.0	118.0	87.0	3.0	25.0
NM_001288780	MARCH10	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001258329	EPB41L1	1.0	0	20.0	1.0	1.0	0.0	0.0
NM_001142883	IP6K3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000593	TAP1	184.0	15	5.0	199.0	170.0	1.0	28.0
NM_001198784	C15orf65	9.0	1	3.0	10.0	4.0	2.0	4.0
NM_002147	HOXB5	2.0	0	0.0	2.0	0.0	0.0	2.0
NM_182492	LRP5L	118.0	12	31.0	130.0	60.0	44.0	23.0
NM_001005183	OR6C76	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_174983	MFSD12	437.0	57	79.0	494.0	357.0	39.0	93.0
NM_052959	PANX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003320	TUB	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_144607	CYB5D1	182.0	4	17.0	186.0	45.0	8.0	130.0
NM_000883	IMPDH1	186.0	1	72.0	187.0	136.0	3.0	48.0
NM_001004725	OR4S1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001319086	RUVBL1	657.0	139	1325.0	796.0	716.0	26.0	20.0
NM_003462	DNALI1	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001329964	TP63	4.0	0	0.0	4.0	0.0	1.0	3.0
NM_001214909	ZNF48	165.0	1	10.0	166.0	120.0	11.0	29.0
NM_001080493	ZNF823	73.0	2	49.0	75.0	56.0	8.0	11.0
NM_001204268	FXYD6-FXYD2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002739	PRKCG	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_021156	TMX4	1074.0	54	363.0	1128.0	267.0	52.0	787.0
NM_032656	DHX37	1006.0	128	350.0	1134.0	846.0	36.0	244.0
NM_001289933	ZASP	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_016231	NLK	492.0	29	3762.0	521.0	292.0	33.0	178.0
NM_014518	ZNF229	112.0	6	73.0	118.0	70.0	22.0	24.0
NM_001352289	RHOT2	588.0	89	83.0	677.0	355.0	164.0	154.0
NM_144644	SPATA4	2.0	1	2.0	3.0	3.0	0.0	0.0
NM_030934	TRMT1L	452.0	49	251.0	501.0	356.0	34.0	107.0
NM_006042	HS3ST3A1	0.0	0	2.0	0.0	0.0	0.0	0.0
NM_001100878	MROH6	32.0	3	1.0	35.0	19.0	0.0	16.0
NM_001198844	RBM4	221.0	5	601.0	226.0	11.0	5.0	210.0
NM_005194	CEBPB	638.0	0	0.0	638.0	379.0	85.0	169.0
NM_001351100	USP19	968.0	127	78.0	1095.0	1008.0	65.0	12.0
NM_080746	RPL10L	6.0	0	0.0	6.0	5.0	0.0	0.0
NM_001316335	PRRG2	13.0	1	0.0	14.0	1.0	1.0	12.0
NM_001294335	ADGRB2	0.0	0	3.0	0.0	0.0	0.0	0.0
NM_032899	FAM83A	99.0	0	59.0	99.0	32.0	7.0	58.0
NM_001135789	PPIAL4C	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_005626	SRSF4	782.0	29	2447.0	811.0	463.0	29.0	305.0
NM_030821	PLA2G12A	461.0	1	295.0	462.0	80.0	92.0	286.0
NM_001013736	FAM47C	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_015205	ATP11A	1018.0	74	2271.0	1092.0	455.0	16.0	612.0
NM_020823	TMEM181	973.0	80	2234.0	1053.0	362.0	0.0	691.0
NM_194283	DNAJC21	632.0	47	319.0	679.0	382.0	49.0	235.0
NM_019098	CNGB3	0.0	0	49.0	0.0	0.0	0.0	0.0
NM_003530	HIST1H3D	8287.0	1	379.0	8288.0	6051.0	680.0	312.0
NM_001290062	SEMA3B	3.0	0	0.0	3.0	2.0	0.0	1.0
NM_006045	ATP9A	22.0	0	22.0	22.0	7.0	0.0	15.0
NM_003802	MYH13	2.0	0	1.0	2.0	2.0	0.0	0.0
NM_014646	LPIN2	1495.0	93	1307.0	1588.0	713.0	17.0	844.0
NM_012459	TIMM8B	245.0	0	35.0	245.0	87.0	2.0	86.0
NM_000137	FAH	678.0	190	465.0	868.0	740.0	30.0	81.0
NM_152531	XXYLT1	339.0	11	1369.0	350.0	184.0	19.0	137.0
NM_006401	ANP32B	825.0	11	1751.0	836.0	302.0	50.0	446.0
NM_001352769	ARL17B	0.0	0	23.0	0.0	0.0	0.0	0.0
NM_003914	CCNA1	96.0	11	27.0	107.0	89.0	10.0	8.0
NM_001195014	CD4	44.0	2	33.0	46.0	13.0	12.0	21.0
NM_001102651	ZNF554	67.0	1	51.0	68.0	46.0	5.0	14.0
NM_001145369	PTPN3	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_052972	LRG1	35.0	1	3.0	36.0	24.0	0.0	11.0
NM_018135	MRPS18A	525.0	26	250.0	551.0	228.0	17.0	271.0
NM_001253790	SMIM22	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001034077	HIST2H4B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_025225	PNPLA3	1.0	0	3.0	1.0	1.0	0.0	0.0
NM_152259	TICRR	1057.0	77	463.0	1134.0	928.0	0.0	183.0
NM_012279	ZNF346	358.0	13	651.0	371.0	156.0	12.0	192.0
NM_024114	TRIM48	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_025265	TSEN2	280.0	13	1206.0	293.0	210.0	10.0	65.0
NM_024814	CBLL1	1431.0	58	496.0	1489.0	521.0	78.0	866.0
NM_012384	GMEB2	495.0	22	204.0	517.0	188.0	12.0	314.0
NM_002153	HSD17B2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001040451	RUFY1	570.0	100	483.0	670.0	514.0	16.0	120.0
NM_024913	CPED1	271.0	35	1208.0	306.0	224.0	19.0	62.0
NM_003278	CLEC3B	6.0	0	5.0	6.0	6.0	0.0	0.0
NM_001267598	MGST1	76.0	14	443.0	90.0	68.0	14.0	3.0
NM_014801	PCNX2	12.0	1	91.0	13.0	13.0	0.0	0.0
NM_006272	S100B	16.0	0	4.0	16.0	6.0	1.0	7.0
NM_014462	LSM1	431.0	31	176.0	462.0	152.0	126.0	151.0
NM_005310	GRB7	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004779	CNOT8	734.0	36	345.0	770.0	326.0	76.0	349.0
NM_001669	ARSD	62.0	0	8.0	62.0	31.0	3.0	28.0
NM_001349660	RPS6KC1	643.0	45	2707.0	688.0	375.0	227.0	79.0
NM_001199479	ZSCAN9	162.0	4	198.0	166.0	132.0	12.0	19.0
NM_007344	TTF1	433.0	23	268.0	456.0	422.0	3.0	27.0
NM_020124	IFNK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007102	GUCA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000397	CYBB	305.0	22	238.0	327.0	156.0	7.0	163.0
NM_001005177	OR52R1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001194	HCN2	6.0	0	4.0	6.0	6.0	0.0	0.0
